category,title,content
products,"Nahitaji Friji, mnayo?","Ndiyo, Friji (Fridges) inapatikana kwenye category ya Phones and Electronics. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Fridges?,"The price of Fridges depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Friji ni kiasi gani?,"Bei ya Friji inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Fridges for bulk orders?,Bulk pricing on Fridges may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Washing machines available in stock?,"Yes, Washing machines is available under the Phones and Electronics category. Availability and exact stock levels may vary by seller."
products,Where can I find Washing machines?,You can find Washing machines listed under the Phones and Electronics category. Our agent can help you compare sellers and options.
products,"Nahitaji Mashine za kufulia, mnayo?","Ndiyo, Mashine za kufulia (Washing machines) inapatikana kwenye category ya Phones and Electronics. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Washing machines?,"The price of Washing machines depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Mashine za kufulia ni kiasi gani?,"Bei ya Mashine za kufulia inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Washing machines for bulk orders?,Bulk pricing on Washing machines may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Blenders available in stock?,"Yes, Blenders is available under the Phones and Electronics category. Availability and exact stock levels may vary by seller."
products,Where can I find Blenders?,You can find Blenders listed under the Phones and Electronics category. Our agent can help you compare sellers and options.
products,"Nahitaji Blender, mnayo?","Ndiyo, Blender (Blenders) inapatikana kwenye category ya Phones and Electronics. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Blenders?,"The price of Blenders depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Blender ni kiasi gani?,"Bei ya Blender inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Blenders for bulk orders?,Bulk pricing on Blenders may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Irons available in stock?,"Yes, Irons is available under the Phones and Electronics category. Availability and exact stock levels may vary by seller."
products,Where can I find Irons?,You can find Irons listed under the Phones and Electronics category. Our agent can help you compare sellers and options.
products,"Nahitaji Pasi, mnayo?","Ndiyo, Pasi (Irons) inapatikana kwenye category ya Phones and Electronics. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Irons?,"The price of Irons depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Pasi ni kiasi gani?,"Bei ya Pasi inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Irons for bulk orders?,Bulk pricing on Irons may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is T-shirts available in stock?,"Yes, T-shirts is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find T-shirts?,You can find T-shirts listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji T-shirt, mnayo?","Ndiyo, T-shirt (T-shirts) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of T-shirts?,"The price of T-shirts depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya T-shirt ni kiasi gani?,"Bei ya T-shirt inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on T-shirts for bulk orders?,Bulk pricing on T-shirts may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Shirts available in stock?,"Yes, Shirts is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find Shirts?,You can find Shirts listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji Mashati, mnayo?","Ndiyo, Mashati (Shirts) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Shirts?,"The price of Shirts depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Mashati ni kiasi gani?,"Bei ya Mashati inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Shirts for bulk orders?,Bulk pricing on Shirts may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Dresses available in stock?,"Yes, Dresses is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find Dresses?,You can find Dresses listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji Magauni, mnayo?","Ndiyo, Magauni (Dresses) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Dresses?,"The price of Dresses depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Magauni ni kiasi gani?,"Bei ya Magauni inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Dresses for bulk orders?,Bulk pricing on Dresses may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Skirts available in stock?,"Yes, Skirts is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find Skirts?,You can find Skirts listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji Sketi, mnayo?","Ndiyo, Sketi (Skirts) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Skirts?,"The price of Skirts depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Sketi ni kiasi gani?,"Bei ya Sketi inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Skirts for bulk orders?,Bulk pricing on Skirts may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Jeans available in stock?,"Yes, Jeans is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find Jeans?,You can find Jeans listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji Jeans, mnayo?","Ndiyo, Jeans (Jeans) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Jeans?,"The price of Jeans depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Jeans ni kiasi gani?,"Bei ya Jeans inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Jeans for bulk orders?,Bulk pricing on Jeans may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Trousers available in stock?,"Yes, Trousers is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find Trousers?,You can find Trousers listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji Suruali, mnayo?","Ndiyo, Suruali (Trousers) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Trousers?,"The price of Trousers depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Suruali ni kiasi gani?,"Bei ya Suruali inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Trousers for bulk orders?,Bulk pricing on Trousers may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Hoodies available in stock?,"Yes, Hoodies is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find Hoodies?,You can find Hoodies listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji Hoodie, mnayo?","Ndiyo, Hoodie (Hoodies) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Hoodies?,"The price of Hoodies depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Hoodie ni kiasi gani?,"Bei ya Hoodie inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Hoodies for bulk orders?,Bulk pricing on Hoodies may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Jackets available in stock?,"Yes, Jackets is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find Jackets?,You can find Jackets listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji Jacket, mnayo?","Ndiyo, Jacket (Jackets) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Jackets?,"The price of Jackets depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Jacket ni kiasi gani?,"Bei ya Jacket inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Jackets for bulk orders?,Bulk pricing on Jackets may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Shoes available in stock?,"Yes, Shoes is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find Shoes?,You can find Shoes listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji Viatu, mnayo?","Ndiyo, Viatu (Shoes) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Shoes?,"The price of Shoes depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Viatu ni kiasi gani?,"Bei ya Viatu inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Shoes for bulk orders?,Bulk pricing on Shoes may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Sneakers available in stock?,"Yes, Sneakers is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find Sneakers?,You can find Sneakers listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji Sneakers, mnayo?","Ndiyo, Sneakers (Sneakers) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Sneakers?,"The price of Sneakers depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Sneakers ni kiasi gani?,"Bei ya Sneakers inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Sneakers for bulk orders?,Bulk pricing on Sneakers may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Sandals available in stock?,"Yes, Sandals is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find Sandals?,You can find Sandals listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji Sandals, mnayo?","Ndiyo, Sandals (Sandals) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Sandals?,"The price of Sandals depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Sandals ni kiasi gani?,"Bei ya Sandals inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Sandals for bulk orders?,Bulk pricing on Sandals may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Slippers available in stock?,"Yes, Slippers is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find Slippers?,You can find Slippers listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji Slippers, mnayo?","Ndiyo, Slippers (Slippers) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Slippers?,"The price of Slippers depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Slippers ni kiasi gani?,"Bei ya Slippers inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Slippers for bulk orders?,Bulk pricing on Slippers may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Handbags available in stock?,"Yes, Handbags is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find Handbags?,You can find Handbags listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji Handbags, mnayo?","Ndiyo, Handbags (Handbags) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Handbags?,"The price of Handbags depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Handbags ni kiasi gani?,"Bei ya Handbags inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Handbags for bulk orders?,Bulk pricing on Handbags may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Backpacks available in stock?,"Yes, Backpacks is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find Backpacks?,You can find Backpacks listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji Mabegi ya mgongoni, mnayo?","Ndiyo, Mabegi ya mgongoni (Backpacks) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Backpacks?,"The price of Backpacks depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Mabegi ya mgongoni ni kiasi gani?,"Bei ya Mabegi ya mgongoni inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Backpacks for bulk orders?,Bulk pricing on Backpacks may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Belts available in stock?,"Yes, Belts is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find Belts?,You can find Belts listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji Mikanda, mnayo?","Ndiyo, Mikanda (Belts) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Belts?,"The price of Belts depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Mikanda ni kiasi gani?,"Bei ya Mikanda inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Belts for bulk orders?,Bulk pricing on Belts may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Watches available in stock?,"Yes, Watches is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find Watches?,You can find Watches listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji Saa, mnayo?","Ndiyo, Saa (Watches) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Watches?,"The price of Watches depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Saa ni kiasi gani?,"Bei ya Saa inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Watches for bulk orders?,Bulk pricing on Watches may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Caps available in stock?,"Yes, Caps is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find Caps?,You can find Caps listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji Kofia, mnayo?","Ndiyo, Kofia (Caps) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Caps?,"The price of Caps depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Kofia ni kiasi gani?,"Bei ya Kofia inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Caps for bulk orders?,Bulk pricing on Caps may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Hijabs available in stock?,"Yes, Hijabs is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find Hijabs?,You can find Hijabs listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji Hijab, mnayo?","Ndiyo, Hijab (Hijabs) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Hijabs?,"The price of Hijabs depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Hijab ni kiasi gani?,"Bei ya Hijab inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Hijabs for bulk orders?,Bulk pricing on Hijabs may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Abayas available in stock?,"Yes, Abayas is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find Abayas?,You can find Abayas listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji Abaya, mnayo?","Ndiyo, Abaya (Abayas) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Abayas?,"The price of Abayas depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Abaya ni kiasi gani?,"Bei ya Abaya inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Abayas for bulk orders?,Bulk pricing on Abayas may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is School uniforms available in stock?,"Yes, School uniforms is available under the Fashion category. Availability and exact stock levels may vary by seller."
products,Where can I find School uniforms?,You can find School uniforms listed under the Fashion category. Our agent can help you compare sellers and options.
products,"Nahitaji Sare za shule, mnayo?","Ndiyo, Sare za shule (School uniforms) inapatikana kwenye category ya Fashion. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of School uniforms?,"The price of School uniforms depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Sare za shule ni kiasi gani?,"Bei ya Sare za shule inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on School uniforms for bulk orders?,Bulk pricing on School uniforms may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Mattresses available in stock?,"Yes, Mattresses is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Mattresses?,You can find Mattresses listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Magodoro, mnayo?","Ndiyo, Magodoro (Mattresses) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Mattresses?,"The price of Mattresses depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Magodoro ni kiasi gani?,"Bei ya Magodoro inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Mattresses for bulk orders?,Bulk pricing on Mattresses may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Beds available in stock?,"Yes, Beds is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Beds?,You can find Beds listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Vitanda, mnayo?","Ndiyo, Vitanda (Beds) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Beds?,"The price of Beds depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Vitanda ni kiasi gani?,"Bei ya Vitanda inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Beds for bulk orders?,Bulk pricing on Beds may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Chairs available in stock?,"Yes, Chairs is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Chairs?,You can find Chairs listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Viti, mnayo?","Ndiyo, Viti (Chairs) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Chairs?,"The price of Chairs depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Viti ni kiasi gani?,"Bei ya Viti inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Chairs for bulk orders?,Bulk pricing on Chairs may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Tables available in stock?,"Yes, Tables is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Tables?,You can find Tables listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Meza, mnayo?","Ndiyo, Meza (Tables) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Tables?,"The price of Tables depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Meza ni kiasi gani?,"Bei ya Meza inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Tables for bulk orders?,Bulk pricing on Tables may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Sofas available in stock?,"Yes, Sofas is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Sofas?,You can find Sofas listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Sofa, mnayo?","Ndiyo, Sofa (Sofas) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Sofas?,"The price of Sofas depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Sofa ni kiasi gani?,"Bei ya Sofa inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Sofas for bulk orders?,Bulk pricing on Sofas may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Curtains available in stock?,"Yes, Curtains is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Curtains?,You can find Curtains listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Mapazia, mnayo?","Ndiyo, Mapazia (Curtains) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Curtains?,"The price of Curtains depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Mapazia ni kiasi gani?,"Bei ya Mapazia inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Curtains for bulk orders?,Bulk pricing on Curtains may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Carpets available in stock?,"Yes, Carpets is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Carpets?,You can find Carpets listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Mazulia, mnayo?","Ndiyo, Mazulia (Carpets) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Carpets?,"The price of Carpets depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Mazulia ni kiasi gani?,"Bei ya Mazulia inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Carpets for bulk orders?,Bulk pricing on Carpets may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Bedsheets available in stock?,"Yes, Bedsheets is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Bedsheets?,You can find Bedsheets listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Mashuka, mnayo?","Ndiyo, Mashuka (Bedsheets) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Bedsheets?,"The price of Bedsheets depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Mashuka ni kiasi gani?,"Bei ya Mashuka inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Bedsheets for bulk orders?,Bulk pricing on Bedsheets may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Pillows available in stock?,"Yes, Pillows is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Pillows?,You can find Pillows listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Mito, mnayo?","Ndiyo, Mito (Pillows) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Pillows?,"The price of Pillows depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Mito ni kiasi gani?,"Bei ya Mito inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Pillows for bulk orders?,Bulk pricing on Pillows may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Blankets available in stock?,"Yes, Blankets is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Blankets?,You can find Blankets listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Blanketi, mnayo?","Ndiyo, Blanketi (Blankets) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Blankets?,"The price of Blankets depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Blanketi ni kiasi gani?,"Bei ya Blanketi inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Blankets for bulk orders?,Bulk pricing on Blankets may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Gas cookers available in stock?,"Yes, Gas cookers is available under the Home and Kitchen category. Availability and exact stock levels may vary by seller."
products,Where can I find Gas cookers?,You can find Gas cookers listed under the Home and Kitchen category. Our agent can help you compare sellers and options.
products,"Nahitaji Jiko la gesi, mnayo?","Ndiyo, Jiko la gesi (Gas cookers) inapatikana kwenye category ya Home and Kitchen. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
