customer,category,answers,language
Do you have Rubber sandals (Kambaza) in stock right now?,Shoes & Bags,"Yes, Rubber sandals (Kambaza) is in stock. The price is TZS 6,000 and delivery to Moshi takes 2 days.",English
I'm interested in Milk (fresh) 1L. How much is it?,Food & Beverages,"We currently sell Milk (fresh) 1L at TZS 2,000. It's in stock and ready for delivery within 3 days.",English
I'm interested in University past papers booklet. How much is it?,"Books, Education & Stationery","The current price for 5 piece of University past papers booklet is TZS 9,500. Delivery within 4 days is possible.",English
What's your best price for Blender?,Home Appliances & Electronics,"The current price for 1 piece of Blender is TZS 50,500. Delivery within 5 days is possible.",English
How long will delivery of Secondary school textbook to Arusha take?,"Books, Education & Stationery","Yes, Secondary school textbook is in stock. The price is TZS 16,000 and delivery to Arusha takes 2 days.",English
Bei ya Viatu vya michezo ni ngapi?,Viatu na Mikoba,"Bei yetu ya Viatu vya michezo ni TZS 63,500, na tunaweza kuisafirisha hadi Songea ndani ya siku 3.",Kiswahili
"Nataka kununua Feni ya kusimama, bei yake ni ngapi?",Vifaa vya Nyumbani na Umeme,"Feni ya kusimama inauzwa TZS 50,000 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 3.",Kiswahili
Can I get Car tyre delivered to Songea?,Vehicles & Auto Parts,"We currently sell Car tyre at TZS 122,000. It's in stock and ready for delivery within 4 days.",English
"I want to buy Vodacom unlimited social bundle, what is the price?",Internet & Airtime Bundles,"Our price for Vodacom unlimited social bundle is TZS 3,500, and we can deliver it to Dar es Salaam within 7 days.",English
How much does Inverter 1000W cost?,Home Appliances & Electronics,"Our price for Inverter 1000W is TZS 313,000, and we can deliver it to Zanzibar within 7 days.",English
Do you have Bicycle bell in stock right now?,"Motorcycles, Bicycles & Spare Parts","Thank you for your inquiry. Bicycle bell is priced at TZS 3,500 and is available for delivery within 2 days.",English
"Nataka kununua Kitabu cha shule ya sekondari, bei yake ni ngapi?","Vitabu, Elimu na Vifaa vya Shule","Bei yetu ya Kitabu cha shule ya sekondari ni TZS 16,500, na tunaweza kuisafirisha hadi Shinyanga ndani ya siku 7.",Kiswahili
Is Geometry set available in Moshi?,"Books, Education & Stationery","Thank you for your inquiry. Geometry set is priced at TZS 6,000 and is available for delivery within 3 days.",English
Naomba mnithibitishie bei ya sasa ya Kitanda cha watu wawili.,Samani na Vifaa vya Nyumbani,"Bei ya Kitanda cha watu wawili ni TZS 428,000. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Kigoma ndani ya siku 2.",Kiswahili
"Nataka kununua Sanduku la safari, bei yake ni ngapi?",Viatu na Mikoba,"Bei ya sasa ya 3 kipande za Sanduku la safari ni TZS 104,000. Usafirishaji ndani ya siku 2 unawezekana.",Kiswahili
Bei ya 1 gunia za Unga wa dona kilo 25 ni ngapi?,Vyakula na Vinywaji,"Unga wa dona kilo 25 inauzwa TZS 38,000 kwa gunia. Tunayo bidhaa hii na usafirishaji unachukua siku 5.",Kiswahili
Bei ya Rafu ya vitabu ni ngapi?,Samani na Vifaa vya Nyumbani,"Rafu ya vitabu inapatikana kwa bei ya TZS 148,000. Tafadhali fahamu usafirishaji hadi Kigoma unachukua siku 3.",Kiswahili
"Je, mnauza Power bank ya 10000mAh? Kama ndiyo, bei yake ni ngapi?",Simu za Mkononi,"Kwa sasa tunauza Power bank ya 10000mAh kwa TZS 44,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 4.",Kiswahili
Nina hamu ya kununua Ryimu ya karatasi A4. Bei yake ni ngapi?,"Kompyuta, TEHAMA na Ofisi","Bei yetu ya Ryimu ya karatasi A4 ni TZS 12,500, na tunaweza kuisafirisha hadi Tabora ndani ya siku 2.",Kiswahili
Naweza kupata Samsung Galaxy A15 kikaletwa Tabora?,Simu za Mkononi,"Bei ya Samsung Galaxy A15 ni TZS 355,000. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Tabora ndani ya siku 1.",Kiswahili
"Je, mnauza Suti ya wanaume? Kama ndiyo, bei yake ni ngapi?",Nguo na Mavazi,"Asante kwa swali lako. Suti ya wanaume ina bei ya TZS 98,000 na inapatikana kwa usafirishaji ndani ya siku 4.",Kiswahili
"Nataka kununua Kipima shinikizo la damu, bei yake ni ngapi?",Afya na Dawa,"Ndiyo, Kipima shinikizo la damu ipo dukani. Bei yake ni TZS 57,500 na usafirishaji hadi Tanga unachukua siku 2.",Kiswahili
What is the price of Windscreen wiper?,Vehicles & Auto Parts,"We currently sell Windscreen wiper at TZS 15,000. It's in stock and ready for delivery within 7 days.",English
Please tell me the cost of Hisense refrigerator 150L including delivery to Iringa.,Home Appliances & Electronics,"The current price for 2 piece of Hisense refrigerator 150L is TZS 555,500. Delivery within 5 days is possible.",English
"Je, kuna punguzo nikinunua 3 kipande za Baiskeli ya kawaida?","Pikipiki, Baiskeli na Vipuri","Bei ya Baiskeli ya kawaida ni TZS 283,000. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Dar es Salaam ndani ya siku 3.",Kiswahili
Nikinunua 10 kipande za Begi la shule nitatozwa kiasi gani?,Viatu na Mikoba,"Begi la shule inauzwa TZS 27,500 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 7.",Kiswahili
"Nataka kununua Vipokea sauti vya bluetooth, bei yake ni ngapi?",Simu za Mkononi,"Bei ya sasa ya 3 kipande za Vipokea sauti vya bluetooth ni TZS 60,000. Usafirishaji ndani ya siku 4 unawezekana.",Kiswahili
Suti ya wanaume inauzwa bei gani?,Nguo na Mavazi,"Asante kwa swali lako. Suti ya wanaume ina bei ya TZS 80,500 na inapatikana kwa usafirishaji ndani ya siku 3.",Kiswahili
"Je, kuna punguzo nikinunua 2 kipande za Gauni la wanawake?",Nguo na Mavazi,"Bei ya sasa ya 2 kipande za Gauni la wanawake ni TZS 56,000. Usafirishaji ndani ya siku 5 unawezekana.",Kiswahili
"Je, mnauza Tecno Spark 20? Kama ndiyo, bei yake ni ngapi?",Simu za Mkononi,"Bei ya sasa ya 1 kipande za Tecno Spark 20 ni TZS 264,000. Usafirishaji ndani ya siku 5 unawezekana.",Kiswahili
How much does Fertilizer (UREA) 50kg cost?,Agriculture & Livestock,"Fertilizer (UREA) 50kg costs TZS 61,500 per bag. We have it available and delivery takes about 1 days.",English
Bei ya 2 kipande za Begi la shule ni ngapi?,Viatu na Mikoba,"Begi la shule inauzwa TZS 20,500 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 4.",Kiswahili
Naomba mnithibitishie bei ya sasa ya Barakoa (boksi la 50).,Afya na Dawa,"Barakoa (boksi la 50) inauzwa TZS 12,000 kwa boksi. Tunayo bidhaa hii na usafirishaji unachukua siku 2.",Kiswahili
Can I get Cough syrup delivered to Morogoro?,Health & Pharmacy,"Yes, Cough syrup is in stock. The price is TZS 4,500 and delivery to Morogoro takes 1 days.",English
Can you confirm the current price of Sunscreen?,Cosmetics & Personal Care,"Thank you for your inquiry. Sunscreen is priced at TZS 15,000 and is available for delivery within 3 days.",English
Naweza kupata Kamusi ya Kiingereza-Kiswahili kikaletwa Songea?,"Vitabu, Elimu na Vifaa vya Shule","Bei ya Kamusi ya Kiingereza-Kiswahili ni TZS 15,500. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Songea ndani ya siku 3.",Kiswahili
Is SIM card registration available in Zanzibar?,Internet & Airtime Bundles,"The current price for 5 line of SIM card registration is TZS 2,500. Delivery within 4 days is possible.",English
Nikinunua 2 laini za Usajili wa laini nitatozwa kiasi gani?,Mifuko ya Intaneti na Salio,"Ndiyo, Usajili wa laini ipo dukani. Bei yake ni TZS 1,000 na usafirishaji hadi Kigoma unachukua siku 7.",Kiswahili
How much does Tigo 10GB monthly bundle cost?,Internet & Airtime Bundles,"Tigo 10GB monthly bundle is available at TZS 20,000. Kindly note delivery to Zanzibar takes 5 days.",English
What is the price for 3 bag of Sugar 50kg?,Food & Beverages,"Sugar 50kg is available at TZS 160,500. Kindly note delivery to Morogoro takes 4 days.",English
Nina hamu ya kununua Mbolea (NPK) kilo 50. Bei yake ni ngapi?,Kilimo na Mifugo,"Bei yetu ya Mbolea (NPK) kilo 50 ni TZS 78,000, na tunaweza kuisafirisha hadi Tabora ndani ya siku 4.",Kiswahili
"Do you sell Ballpoint pens (dozen)? If so, at what price?","Books, Education & Stationery","The price of Ballpoint pens (dozen) is TZS 6,000. It is currently in stock and can be delivered to Kigoma within 1 days.",English
"Je, mnayo Sukari kilo 50 kwa sasa dukani?",Vyakula na Vinywaji,"Asante kwa swali lako. Sukari kilo 50 ina bei ya TZS 142,000 na inapatikana kwa usafirishaji ndani ya siku 3.",Kiswahili
What is the price of Exercise book (pack of 10)?,"Books, Education & Stationery","The price of Exercise book (pack of 10) is TZS 14,000. It is currently in stock and can be delivered to Mwanza within 4 days.",English
"Je, kuna punguzo nikinunua 2 boksi za Barakoa (boksi la 50)?",Afya na Dawa,"Ndiyo, Barakoa (boksi la 50) ipo dukani. Bei yake ni TZS 8,000 na usafirishaji hadi Mwanza unachukua siku 7.",Kiswahili
Is Dell laptop (Core i3) available in Iringa?,"Computers, IT & Office","Yes, Dell laptop (Core i3) is in stock. The price is TZS 870,500 and delivery to Iringa takes 5 days.",English
Do you have Shea butter in stock right now?,Cosmetics & Personal Care,"Shea butter costs TZS 16,500 per tin. We have it available and delivery takes about 3 days.",English
Usafirishaji wa Chandarua (kilichotibiwa) hadi Mbeya unachukua muda gani?,Afya na Dawa,"Bei ya sasa ya 3 kipande za Chandarua (kilichotibiwa) ni TZS 11,000. Usafirishaji ndani ya siku 2 unawezekana.",Kiswahili
Nina hamu ya kununua Birika la umeme. Bei yake ni ngapi?,Vifaa vya Nyumbani na Umeme,"Asante kwa swali lako. Birika la umeme ina bei ya TZS 26,000 na inapatikana kwa usafirishaji ndani ya siku 7.",Kiswahili
"Nataka kununua Jopo la sola 100W, bei yake ni ngapi?",Vifaa vya Nyumbani na Umeme,"Ndiyo, Jopo la sola 100W ipo dukani. Bei yake ni TZS 154,500 na usafirishaji hadi Songea unachukua siku 7.",Kiswahili
Nikinunua 5 kipande za Tairi la baiskeli nitatozwa kiasi gani?,"Pikipiki, Baiskeli na Vipuri","Kwa sasa tunauza Tairi la baiskeli kwa TZS 24,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 3.",Kiswahili
How long will delivery of Double bed frame to Shinyanga take?,Furniture & Home,"Yes, Double bed frame is in stock. The price is TZS 446,500 and delivery to Shinyanga takes 4 days.",English
"Je, Suti ya wanaume inapatikana Shinyanga?",Nguo na Mavazi,"Bei yetu ya Suti ya wanaume ni TZS 204,000, na tunaweza kuisafirisha hadi Shinyanga ndani ya siku 1.",Kiswahili
"Nataka kununua Seti ya vipodozi, bei yake ni ngapi?",Vipodozi na Usafi wa Mwili,"Bei ya sasa ya 5 seti za Seti ya vipodozi ni TZS 64,500. Usafirishaji ndani ya siku 2 unawezekana.",Kiswahili
Bei ya 1 kipande za Betri ya gari ni ngapi?,Magari na Vipuri,"Asante kwa swali lako. Betri ya gari ina bei ya TZS 194,500 na inapatikana kwa usafirishaji ndani ya siku 3.",Kiswahili
"Je, kuna punguzo nikinunua 2 pakiti za Nyweleponda za kusuka?",Vipodozi na Usafi wa Mwili,"Nyweleponda za kusuka inauzwa TZS 13,500 kwa pakiti. Tunayo bidhaa hii na usafirishaji unachukua siku 4.",Kiswahili
Maji ya chupa pakiti ya 24 inauzwa bei gani?,Vyakula na Vinywaji,"Bei ya sasa ya 10 pakiti za Maji ya chupa pakiti ya 24 ni TZS 11,000. Usafirishaji ndani ya siku 3 unawezekana.",Kiswahili
"Je, mnayo Mfuko wa Vodacom usio na kikomo wa mitandao ya kijamii kwa sasa dukani?",Mifuko ya Intaneti na Salio,"Bei yetu ya Mfuko wa Vodacom usio na kikomo wa mitandao ya kijamii ni TZS 3,500, na tunaweza kuisafirisha hadi Morogoro ndani ya siku 7.",Kiswahili
Bei yenu nzuri zaidi ya Samsung Galaxy A15 ni ngapi?,Simu za Mkononi,"Bei yetu ya Samsung Galaxy A15 ni TZS 452,500, na tunaweza kuisafirisha hadi Shinyanga ndani ya siku 1.",Kiswahili
"Je, mnauza Mapazia (jozi)? Kama ndiyo, bei yake ni ngapi?",Samani na Vifaa vya Nyumbani,"Ndiyo, Mapazia (jozi) ipo dukani. Bei yake ni TZS 26,000 na usafirishaji hadi Iringa unachukua siku 4.",Kiswahili
"Je, Samsung Galaxy A15 inapatikana Iringa?",Simu za Mkononi,"Samsung Galaxy A15 inapatikana kwa bei ya TZS 384,500. Tafadhali fahamu usafirishaji hadi Iringa unachukua siku 5.",Kiswahili
"Je, Silinda ya gesi ya kupikia kilo 15 inapatikana Tabora?",Samani na Vifaa vya Nyumbani,"Ndiyo, Silinda ya gesi ya kupikia kilo 15 ipo dukani. Bei yake ni TZS 76,500 na usafirishaji hadi Tabora unachukua siku 7.",Kiswahili
Do you have Car battery in stock right now?,Vehicles & Auto Parts,"The price of Car battery is TZS 151,000. It is currently in stock and can be delivered to Songea within 2 days.",English
How much would 1 piece of Mosquito net (treated) cost me?,Health & Pharmacy,"Thank you for your inquiry. Mosquito net (treated) is priced at TZS 13,500 and is available for delivery within 1 days.",English
How much does Standing fan cost?,Home Appliances & Electronics,"Our price for Standing fan is TZS 75,500, and we can deliver it to Kigoma within 3 days.",English
Is Scientific calculator available in Songea?,"Books, Education & Stationery","Scientific calculator costs TZS 20,000 per piece. We have it available and delivery takes about 4 days.",English
Please tell me the cost of Brake pads (set) including delivery to Morogoro.,Vehicles & Auto Parts,"Our price for Brake pads (set) is TZS 84,000, and we can deliver it to Morogoro within 2 days.",English
How much does Maize flour (unga wa dona) 25kg cost?,Food & Beverages,"Our price for Maize flour (unga wa dona) 25kg is TZS 30,500, and we can deliver it to Arusha within 3 days.",English
Naomba mnithibitishie bei ya sasa ya Kioo cha pembeni.,Magari na Vipuri,"Kioo cha pembeni inauzwa TZS 47,500 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 3.",Kiswahili
Is there a discount if I buy 3 kg of Coffee (Arabica) 1kg?,Food & Beverages,"Coffee (Arabica) 1kg is available at TZS 12,500. Kindly note delivery to Mbeya takes 2 days.",English
Bei ya Mafuta ya injini lita 1 ni ngapi?,"Pikipiki, Baiskeli na Vipuri","Ndiyo, Mafuta ya injini lita 1 ipo dukani. Bei yake ni TZS 14,000 na usafirishaji hadi Kigoma unachukua siku 2.",Kiswahili
Tafadhali nieleze bei ya Begi la shule pamoja na usafirishaji hadi Zanzibar.,"Vitabu, Elimu na Vifaa vya Shule","Kwa sasa tunauza Begi la shule kwa TZS 25,500. Ipo dukani na tayari kwa usafirishaji ndani ya siku 7.",Kiswahili
Usafirishaji wa Mkoba wa ngozi hadi Iringa unachukua muda gani?,Viatu na Mikoba,"Mkoba wa ngozi inapatikana kwa bei ya TZS 47,000. Tafadhali fahamu usafirishaji hadi Iringa unachukua siku 5.",Kiswahili
I'm interested in Paracetamol (pack). How much is it?,Health & Pharmacy,"Thank you for your inquiry. Paracetamol (pack) is priced at TZS 4,000 and is available for delivery within 7 days.",English
Is Bottled water 24pk available in Tanga?,Food & Beverages,"Bottled water 24pk costs TZS 11,500 per pack. We have it available and delivery takes about 4 days.",English
Usafirishaji wa Chakula cha kuku kilo 50 hadi Zanzibar unachukua muda gani?,Kilimo na Mifugo,"Bei yetu ya Chakula cha kuku kilo 50 ni TZS 67,500, na tunaweza kuisafirisha hadi Zanzibar ndani ya siku 2.",Kiswahili
"I want to buy Standard bicycle, what is the price?","Motorcycles, Bicycles & Spare Parts","Yes, Standard bicycle is in stock. The price is TZS 275,500 and delivery to Iringa takes 2 days.",English
Naweza kupata Hard drive ya nje TB 1 kikaletwa Moshi?,"Kompyuta, TEHAMA na Ofisi","Bei ya Hard drive ya nje TB 1 ni TZS 114,000. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Moshi ndani ya siku 1.",Kiswahili
I'm interested in Standard bicycle. How much is it?,"Motorcycles, Bicycles & Spare Parts","Standard bicycle is available at TZS 235,000. Kindly note delivery to Tanga takes 4 days.",English
How much does Cooking oil 20L cost?,Food & Beverages,"Cooking oil 20L is available at TZS 81,500. Kindly note delivery to Zanzibar takes 1 days.",English
"I want to buy Sports sneakers, what is the price?",Shoes & Bags,"The current price for 3 pair of Sports sneakers is TZS 68,000. Delivery within 3 days is possible.",English
Bei ya 10 kipande za Laptop ya Dell (Core i3) ni ngapi?,"Kompyuta, TEHAMA na Ofisi","Laptop ya Dell (Core i3) inauzwa TZS 752,500 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 4.",Kiswahili
Bei ya 5 seti za Kifaa cha kupima malaria ni ngapi?,Afya na Dawa,"Ndiyo, Kifaa cha kupima malaria ipo dukani. Bei yake ni TZS 5,500 na usafirishaji hadi Iringa unachukua siku 2.",Kiswahili
Naomba mnithibitishie bei ya sasa ya Mafuta ya shea.,Vipodozi na Usafi wa Mwili,"Bei ya sasa ya 2 mkebe za Mafuta ya shea ni TZS 13,000. Usafirishaji ndani ya siku 5 unawezekana.",Kiswahili
Usafirishaji wa Mfuko wa Halotel GB 1 wa siku hadi Mbeya unachukua muda gani?,Mifuko ya Intaneti na Salio,"Mfuko wa Halotel GB 1 wa siku inauzwa TZS 1,000 kwa mfuko. Tunayo bidhaa hii na usafirishaji unachukua siku 2.",Kiswahili
"Je, kuna punguzo nikinunua 3 jozi za Jozi ya leso?",Nguo na Mavazi,"Ndiyo, Jozi ya leso ipo dukani. Bei yake ni TZS 7,500 na usafirishaji hadi Mbeya unachukua siku 5.",Kiswahili
Is there a discount if I buy 3 bundle of Vodacom 5GB monthly bundle?,Internet & Airtime Bundles,"Thank you for your inquiry. Vodacom 5GB monthly bundle is priced at TZS 15,000 and is available for delivery within 3 days.",English
"Do you sell Electric kettle? If so, at what price?",Home Appliances & Electronics,"Our price for Electric kettle is TZS 42,000, and we can deliver it to Dodoma within 3 days.",English
How much would 3 piece of English-Swahili dictionary cost me?,"Books, Education & Stationery","Thank you for your inquiry. English-Swahili dictionary is priced at TZS 29,500 and is available for delivery within 4 days.",English
Naweza kupata Barakoa (boksi la 50) kikaletwa Mwanza?,Afya na Dawa,"Barakoa (boksi la 50) inauzwa TZS 11,000 kwa boksi. Tunayo bidhaa hii na usafirishaji unachukua siku 4.",Kiswahili
Naweza kupata Viatu vya shule kikaletwa Mwanza?,Viatu na Mikoba,"Ndiyo, Viatu vya shule ipo dukani. Bei yake ni TZS 37,500 na usafirishaji hadi Mwanza unachukua siku 2.",Kiswahili
"Je, mnayo Sanduku la safari kwa sasa dukani?",Viatu na Mikoba,"Bei ya Sanduku la safari ni TZS 72,500. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Tabora ndani ya siku 7.",Kiswahili
"Je, kuna punguzo nikinunua 3 mfuko za Mfuko wa Tigo GB 10 wa mwezi?",Mifuko ya Intaneti na Salio,"Bei yetu ya Mfuko wa Tigo GB 10 wa mwezi ni TZS 23,000, na tunaweza kuisafirisha hadi Moshi ndani ya siku 5.",Kiswahili
"Je, kuna punguzo nikinunua 3 chupa za Dawa ya kikohozi?",Afya na Dawa,"Bei ya Dawa ya kikohozi ni TZS 6,500. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Shinyanga ndani ya siku 7.",Kiswahili
Is there a discount if I buy 1 piece of Rice cooker?,Home Appliances & Electronics,"Our price for Rice cooker is TZS 68,000, and we can deliver it to Dodoma within 5 days.",English
Nina hamu ya kununua Kifuniko cha simu. Bei yake ni ngapi?,Simu za Mkononi,"Kifuniko cha simu inapatikana kwa bei ya TZS 13,000. Tafadhali fahamu usafirishaji hadi Zanzibar unachukua siku 1.",Kiswahili
Bei ya Samsung Galaxy A15 ni ngapi?,Simu za Mkononi,"Bei ya Samsung Galaxy A15 ni TZS 389,500. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Moshi ndani ya siku 5.",Kiswahili
Do you have Azam soda crate in stock right now?,Food & Beverages,"We currently sell Azam soda crate at TZS 13,500. It's in stock and ready for delivery within 1 days.",English
How much would 10 piece of Wheelbarrow cost me?,Agriculture & Livestock,"The current price for 10 piece of Wheelbarrow is TZS 460,000. Delivery within 7 days is possible.",English
How much would 1 pack of Whiteboard marker (pack) cost me?,"Books, Education & Stationery","The price of Whiteboard marker (pack) is TZS 10,500. It is currently in stock and can be delivered to Zanzibar within 7 days.",English
Can you confirm the current price of itel A70?,Mobile Phones,"itel A70 costs TZS 176,500 per piece. We have it available and delivery takes about 1 days.",English
"I want to buy Deodorant, what is the price?",Cosmetics & Personal Care,"We currently sell Deodorant at TZS 7,000. It's in stock and ready for delivery within 1 days.",English
Nina hamu ya kununua Kiti cha plastiki. Bei yake ni ngapi?,Samani na Vifaa vya Nyumbani,"Kiti cha plastiki inauzwa TZS 22,000 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 3.",Kiswahili
What is the price for 3 piece of Soap bar?,Cosmetics & Personal Care,"The current price for 3 piece of Soap bar is TZS 6,000. Delivery within 3 days is possible.",English
"Je, mnauza Pikipiki ya TVS? Kama ndiyo, bei yake ni ngapi?","Pikipiki, Baiskeli na Vipuri","Asante kwa swali lako. Pikipiki ya TVS ina bei ya TZS 3,191,000 na inapatikana kwa usafirishaji ndani ya siku 4.",Kiswahili
Naweza kupata Printa (inkjet) kikaletwa Iringa?,"Kompyuta, TEHAMA na Ofisi","Bei ya sasa ya 1 kipande za Printa (inkjet) ni TZS 217,500. Usafirishaji ndani ya siku 7 unawezekana.",Kiswahili
How long will delivery of Deodorant to Tabora take?,Cosmetics & Personal Care,"Our price for Deodorant is TZS 5,000, and we can deliver it to Tabora within 2 days.",English
Tafadhali nieleze bei ya Kijitabu cha maswali ya mitihani ya chuo pamoja na usafirishaji hadi Zanzibar.,"Vitabu, Elimu na Vifaa vya Shule","Ndiyo, Kijitabu cha maswali ya mitihani ya chuo ipo dukani. Bei yake ni TZS 6,000 na usafirishaji hadi Zanzibar unachukua siku 5.",Kiswahili
"Je, kuna punguzo nikinunua 5 ryimu za Ryimu ya karatasi A4?","Kompyuta, TEHAMA na Ofisi","Ryimu ya karatasi A4 inapatikana kwa bei ya TZS 12,000. Tafadhali fahamu usafirishaji hadi Dar es Salaam unachukua siku 1.",Kiswahili
Bei yenu nzuri zaidi ya Dawa ya kunyoosha nywele ni ngapi?,Vipodozi na Usafi wa Mwili,"Bei ya Dawa ya kunyoosha nywele ni TZS 14,000. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Songea ndani ya siku 1.",Kiswahili
What is the price for 10 ream of A4 paper ream?,"Computers, IT & Office","A4 paper ream costs TZS 13,500 per ream. We have it available and delivery takes about 5 days.",English
Kambaza inauzwa bei gani?,Viatu na Mikoba,"Bei yetu ya Kambaza ni TZS 6,500, na tunaweza kuisafirisha hadi Shinyanga ndani ya siku 5.",Kiswahili
"Je, mnauza Tairi la pikipiki? Kama ndiyo, bei yake ni ngapi?","Pikipiki, Baiskeli na Vipuri","Bei yetu ya Tairi la pikipiki ni TZS 63,500, na tunaweza kuisafirisha hadi Tabora ndani ya siku 1.",Kiswahili
Usafirishaji wa Chakula cha kuku kilo 50 hadi Dar es Salaam unachukua muda gani?,Kilimo na Mifugo,"Bei ya Chakula cha kuku kilo 50 ni TZS 62,500. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Dar es Salaam ndani ya siku 3.",Kiswahili
How long will delivery of Perfume to Arusha take?,Cosmetics & Personal Care,"We currently sell Perfume at TZS 53,000. It's in stock and ready for delivery within 7 days.",English
"Je, kuna punguzo nikinunua 10 kipande za Gauni la wanawake?",Nguo na Mavazi,"Ndiyo, Gauni la wanawake ipo dukani. Bei yake ni TZS 78,000 na usafirishaji hadi Shinyanga unachukua siku 2.",Kiswahili
How much would 3 line of SIM card registration cost me?,Internet & Airtime Bundles,"The price of SIM card registration is TZS 2,000. It is currently in stock and can be delivered to Zanzibar within 3 days.",English
"Je, Betri ya pikipiki inapatikana Shinyanga?","Pikipiki, Baiskeli na Vipuri","Bei yetu ya Betri ya pikipiki ni TZS 66,000, na tunaweza kuisafirisha hadi Shinyanga ndani ya siku 4.",Kiswahili
Can you confirm the current price of Double bed frame?,Furniture & Home,"Our price for Double bed frame is TZS 335,500, and we can deliver it to Dodoma within 7 days.",English
Please tell me the cost of Denim jeans including delivery to Zanzibar.,Clothing & Textiles,"Yes, Denim jeans is in stock. The price is TZS 31,000 and delivery to Zanzibar takes 3 days.",English
Hard drive ya nje TB 1 inauzwa bei gani?,"Kompyuta, TEHAMA na Ofisi","Ndiyo, Hard drive ya nje TB 1 ipo dukani. Bei yake ni TZS 102,000 na usafirishaji hadi Moshi unachukua siku 5.",Kiswahili
I'm interested in Sports sneakers. How much is it?,Shoes & Bags,"We currently sell Sports sneakers at TZS 53,000. It's in stock and ready for delivery within 7 days.",English
"Je, kuna punguzo nikinunua 2 lita za Maziwa mabichi lita 1?",Vyakula na Vinywaji,"Bei ya Maziwa mabichi lita 1 ni TZS 2,000. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Iringa ndani ya siku 3.",Kiswahili
"Do you sell A4 paper ream? If so, at what price?","Computers, IT & Office","Our price for A4 paper ream is TZS 15,500, and we can deliver it to Arusha within 1 days.",English
"Je, kuna punguzo nikinunua 10 mfuko za Mfuko wa Tigo GB 10 wa mwezi?",Mifuko ya Intaneti na Salio,"Asante kwa swali lako. Mfuko wa Tigo GB 10 wa mwezi ina bei ya TZS 24,000 na inapatikana kwa usafirishaji ndani ya siku 7.",Kiswahili
What's your best price for Deodorant?,Cosmetics & Personal Care,"Thank you for your inquiry. Deodorant is priced at TZS 5,500 and is available for delivery within 7 days.",English
"I want to buy Toyota Noah (used), what is the price?",Vehicles & Auto Parts,"Our price for Toyota Noah (used) is TZS 20,873,500, and we can deliver it to Songea within 2 days.",English
"Je, mnayo Silinda ya gesi ya kupikia kilo 15 kwa sasa dukani?",Samani na Vifaa vya Nyumbani,"Ndiyo, Silinda ya gesi ya kupikia kilo 15 ipo dukani. Bei yake ni TZS 80,500 na usafirishaji hadi Arusha unachukua siku 3.",Kiswahili
"Je, mnauza Hard drive ya nje TB 1? Kama ndiyo, bei yake ni ngapi?","Kompyuta, TEHAMA na Ofisi","Bei ya Hard drive ya nje TB 1 ni TZS 115,500. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Shinyanga ndani ya siku 4.",Kiswahili
Bei ya Kijitabu cha maswali ya mitihani ya chuo ni ngapi?,"Vitabu, Elimu na Vifaa vya Shule","Kwa sasa tunauza Kijitabu cha maswali ya mitihani ya chuo kwa TZS 9,500. Ipo dukani na tayari kwa usafirishaji ndani ya siku 1.",Kiswahili
Is Standing fan available in Zanzibar?,Home Appliances & Electronics,"The price of Standing fan is TZS 75,500. It is currently in stock and can be delivered to Zanzibar within 2 days.",English
How much does Hand hoe cost?,Agriculture & Livestock,"The current price for 10 piece of Hand hoe is TZS 9,000. Delivery within 2 days is possible.",English
Nina hamu ya kununua Dawa ya kusafisha mikono ml 500. Bei yake ni ngapi?,Afya na Dawa,"Bei ya sasa ya 2 chupa za Dawa ya kusafisha mikono ml 500 ni TZS 5,500. Usafirishaji ndani ya siku 7 unawezekana.",Kiswahili
Can you confirm the current price of HP laptop (Core i5)?,"Computers, IT & Office","Yes, HP laptop (Core i5) is in stock. The price is TZS 1,099,000 and delivery to Zanzibar takes 7 days.",English
How long will delivery of Data bundle 500MB to Kigoma take?,Internet & Airtime Bundles,"Thank you for your inquiry. Data bundle 500MB is priced at TZS 1,000 and is available for delivery within 3 days.",English
What is the price of Dining table (6-seater)?,Furniture & Home,"The current price for 2 piece of Dining table (6-seater) is TZS 568,500. Delivery within 5 days is possible.",English
