category,product_english,product_swahili,question,answer
Household Products,Bar soap,Sabuni ya kipande,Nahitaji Sabuni ya kipande.,"Ndiyo, Sabuni ya kipande (Bar soap) ipo kwenye category ya Household Products."
Household Products,Bar soap,Sabuni ya kipande,Bei ya Sabuni ya kipande ni kiasi gani?,"Bei ya Sabuni ya kipande inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Household Products,Bar soap,Sabuni ya kipande,Can you recommend Bar soap?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Bar soap.
Household Products,Bar soap,Sabuni ya kipande,Where can I find Bar soap?,You can find Bar soap under the Household Products category. The agent can help compare available options.
Household Products,Dishwashing liquid,Sabuni ya vyombo,What is Dishwashing liquid?,Dishwashing liquid (Sabuni ya vyombo) is available under the Household Products category.
Household Products,Dishwashing liquid,Sabuni ya vyombo,Do you have Dishwashing liquid?,"Yes, Dishwashing liquid (Sabuni ya vyombo) can be searched in the Household Products category."
Household Products,Dishwashing liquid,Sabuni ya vyombo,Nahitaji Sabuni ya vyombo.,"Ndiyo, Sabuni ya vyombo (Dishwashing liquid) ipo kwenye category ya Household Products."
Household Products,Dishwashing liquid,Sabuni ya vyombo,Bei ya Sabuni ya vyombo ni kiasi gani?,"Bei ya Sabuni ya vyombo inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Household Products,Dishwashing liquid,Sabuni ya vyombo,Can you recommend Dishwashing liquid?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Dishwashing liquid.
Household Products,Dishwashing liquid,Sabuni ya vyombo,Where can I find Dishwashing liquid?,You can find Dishwashing liquid under the Household Products category. The agent can help compare available options.
Household Products,Bleach,Bleach,What is Bleach?,Bleach (Bleach) is available under the Household Products category.
Household Products,Bleach,Bleach,Do you have Bleach?,"Yes, Bleach (Bleach) can be searched in the Household Products category."
Household Products,Bleach,Bleach,Nahitaji Bleach.,"Ndiyo, Bleach (Bleach) ipo kwenye category ya Household Products."
Household Products,Bleach,Bleach,Bei ya Bleach ni kiasi gani?,"Bei ya Bleach inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Household Products,Bleach,Bleach,Can you recommend Bleach?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Bleach.
Household Products,Bleach,Bleach,Where can I find Bleach?,You can find Bleach under the Household Products category. The agent can help compare available options.
Household Products,Disinfectant,Dawa ya kuua vijidudu,What is Disinfectant?,Disinfectant (Dawa ya kuua vijidudu) is available under the Household Products category.
Household Products,Disinfectant,Dawa ya kuua vijidudu,Do you have Disinfectant?,"Yes, Disinfectant (Dawa ya kuua vijidudu) can be searched in the Household Products category."
Household Products,Disinfectant,Dawa ya kuua vijidudu,Nahitaji Dawa ya kuua vijidudu.,"Ndiyo, Dawa ya kuua vijidudu (Disinfectant) ipo kwenye category ya Household Products."
Household Products,Disinfectant,Dawa ya kuua vijidudu,Bei ya Dawa ya kuua vijidudu ni kiasi gani?,"Bei ya Dawa ya kuua vijidudu inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Household Products,Disinfectant,Dawa ya kuua vijidudu,Can you recommend Disinfectant?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Disinfectant.
Household Products,Disinfectant,Dawa ya kuua vijidudu,Where can I find Disinfectant?,You can find Disinfectant under the Household Products category. The agent can help compare available options.
Household Products,Toilet cleaner,Sabuni ya choo,What is Toilet cleaner?,Toilet cleaner (Sabuni ya choo) is available under the Household Products category.
Household Products,Toilet cleaner,Sabuni ya choo,Do you have Toilet cleaner?,"Yes, Toilet cleaner (Sabuni ya choo) can be searched in the Household Products category."
Household Products,Toilet cleaner,Sabuni ya choo,Nahitaji Sabuni ya choo.,"Ndiyo, Sabuni ya choo (Toilet cleaner) ipo kwenye category ya Household Products."
Household Products,Toilet cleaner,Sabuni ya choo,Bei ya Sabuni ya choo ni kiasi gani?,"Bei ya Sabuni ya choo inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Household Products,Toilet cleaner,Sabuni ya choo,Can you recommend Toilet cleaner?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Toilet cleaner.
Household Products,Toilet cleaner,Sabuni ya choo,Where can I find Toilet cleaner?,You can find Toilet cleaner under the Household Products category. The agent can help compare available options.
Household Products,Air freshener,Manukato ya chumbani,What is Air freshener?,Air freshener (Manukato ya chumbani) is available under the Household Products category.
Household Products,Air freshener,Manukato ya chumbani,Do you have Air freshener?,"Yes, Air freshener (Manukato ya chumbani) can be searched in the Household Products category."
Household Products,Air freshener,Manukato ya chumbani,Nahitaji Manukato ya chumbani.,"Ndiyo, Manukato ya chumbani (Air freshener) ipo kwenye category ya Household Products."
Household Products,Air freshener,Manukato ya chumbani,Bei ya Manukato ya chumbani ni kiasi gani?,"Bei ya Manukato ya chumbani inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Household Products,Air freshener,Manukato ya chumbani,Can you recommend Air freshener?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Air freshener.
Household Products,Air freshener,Manukato ya chumbani,Where can I find Air freshener?,You can find Air freshener under the Household Products category. The agent can help compare available options.
Household Products,Tissue paper,Tissue,What is Tissue paper?,Tissue paper (Tissue) is available under the Household Products category.
Household Products,Tissue paper,Tissue,Do you have Tissue paper?,"Yes, Tissue paper (Tissue) can be searched in the Household Products category."
Household Products,Tissue paper,Tissue,Nahitaji Tissue.,"Ndiyo, Tissue (Tissue paper) ipo kwenye category ya Household Products."
Household Products,Tissue paper,Tissue,Bei ya Tissue ni kiasi gani?,"Bei ya Tissue inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Household Products,Tissue paper,Tissue,Can you recommend Tissue paper?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Tissue paper.
Household Products,Tissue paper,Tissue,Where can I find Tissue paper?,You can find Tissue paper under the Household Products category. The agent can help compare available options.
Household Products,Toilet paper,Karatasi ya chooni,What is Toilet paper?,Toilet paper (Karatasi ya chooni) is available under the Household Products category.
Household Products,Toilet paper,Karatasi ya chooni,Do you have Toilet paper?,"Yes, Toilet paper (Karatasi ya chooni) can be searched in the Household Products category."
Household Products,Toilet paper,Karatasi ya chooni,Nahitaji Karatasi ya chooni.,"Ndiyo, Karatasi ya chooni (Toilet paper) ipo kwenye category ya Household Products."
Household Products,Toilet paper,Karatasi ya chooni,Bei ya Karatasi ya chooni ni kiasi gani?,"Bei ya Karatasi ya chooni inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Household Products,Toilet paper,Karatasi ya chooni,Can you recommend Toilet paper?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Toilet paper.
Household Products,Toilet paper,Karatasi ya chooni,Where can I find Toilet paper?,You can find Toilet paper under the Household Products category. The agent can help compare available options.
Household Products,Buckets,Ndoo,What is Buckets?,Buckets (Ndoo) is available under the Household Products category.
Household Products,Buckets,Ndoo,Do you have Buckets?,"Yes, Buckets (Ndoo) can be searched in the Household Products category."
Household Products,Buckets,Ndoo,Nahitaji Ndoo.,"Ndiyo, Ndoo (Buckets) ipo kwenye category ya Household Products."
Household Products,Buckets,Ndoo,Bei ya Ndoo ni kiasi gani?,"Bei ya Ndoo inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Household Products,Buckets,Ndoo,Can you recommend Buckets?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Buckets.
Household Products,Buckets,Ndoo,Where can I find Buckets?,You can find Buckets under the Household Products category. The agent can help compare available options.
Household Products,Brooms,Ufagio,What is Brooms?,Brooms (Ufagio) is available under the Household Products category.
Household Products,Brooms,Ufagio,Do you have Brooms?,"Yes, Brooms (Ufagio) can be searched in the Household Products category."
Household Products,Brooms,Ufagio,Nahitaji Ufagio.,"Ndiyo, Ufagio (Brooms) ipo kwenye category ya Household Products."
Household Products,Brooms,Ufagio,Bei ya Ufagio ni kiasi gani?,"Bei ya Ufagio inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Household Products,Brooms,Ufagio,Can you recommend Brooms?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Brooms.
Household Products,Brooms,Ufagio,Where can I find Brooms?,You can find Brooms under the Household Products category. The agent can help compare available options.
Household Products,Mops,Mop,What is Mops?,Mops (Mop) is available under the Household Products category.
Household Products,Mops,Mop,Do you have Mops?,"Yes, Mops (Mop) can be searched in the Household Products category."
Household Products,Mops,Mop,Nahitaji Mop.,"Ndiyo, Mop (Mops) ipo kwenye category ya Household Products."
Household Products,Mops,Mop,Bei ya Mop ni kiasi gani?,"Bei ya Mop inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Household Products,Mops,Mop,Can you recommend Mops?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Mops.
Household Products,Mops,Mop,Where can I find Mops?,You can find Mops under the Household Products category. The agent can help compare available options.
Household Products,Dustbins,Pipa la taka,What is Dustbins?,Dustbins (Pipa la taka) is available under the Household Products category.
Household Products,Dustbins,Pipa la taka,Do you have Dustbins?,"Yes, Dustbins (Pipa la taka) can be searched in the Household Products category."
Household Products,Dustbins,Pipa la taka,Nahitaji Pipa la taka.,"Ndiyo, Pipa la taka (Dustbins) ipo kwenye category ya Household Products."
Household Products,Dustbins,Pipa la taka,Bei ya Pipa la taka ni kiasi gani?,"Bei ya Pipa la taka inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Household Products,Dustbins,Pipa la taka,Can you recommend Dustbins?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Dustbins.
Household Products,Dustbins,Pipa la taka,Where can I find Dustbins?,You can find Dustbins under the Household Products category. The agent can help compare available options.
Household Products,Plastic containers,Vyombo vya plastiki,What is Plastic containers?,Plastic containers (Vyombo vya plastiki) is available under the Household Products category.
Household Products,Plastic containers,Vyombo vya plastiki,Do you have Plastic containers?,"Yes, Plastic containers (Vyombo vya plastiki) can be searched in the Household Products category."
Household Products,Plastic containers,Vyombo vya plastiki,Nahitaji Vyombo vya plastiki.,"Ndiyo, Vyombo vya plastiki (Plastic containers) ipo kwenye category ya Household Products."
Household Products,Plastic containers,Vyombo vya plastiki,Bei ya Vyombo vya plastiki ni kiasi gani?,"Bei ya Vyombo vya plastiki inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Household Products,Plastic containers,Vyombo vya plastiki,Can you recommend Plastic containers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Plastic containers.
Household Products,Plastic containers,Vyombo vya plastiki,Where can I find Plastic containers?,You can find Plastic containers under the Household Products category. The agent can help compare available options.
Household Products,Food storage containers,Vyombo vya kuhifadhia chakula,What is Food storage containers?,Food storage containers (Vyombo vya kuhifadhia chakula) is available under the Household Products category.
Household Products,Food storage containers,Vyombo vya kuhifadhia chakula,Do you have Food storage containers?,"Yes, Food storage containers (Vyombo vya kuhifadhia chakula) can be searched in the Household Products category."
Household Products,Food storage containers,Vyombo vya kuhifadhia chakula,Nahitaji Vyombo vya kuhifadhia chakula.,"Ndiyo, Vyombo vya kuhifadhia chakula (Food storage containers) ipo kwenye category ya Household Products."
Household Products,Food storage containers,Vyombo vya kuhifadhia chakula,Bei ya Vyombo vya kuhifadhia chakula ni kiasi gani?,"Bei ya Vyombo vya kuhifadhia chakula inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Household Products,Food storage containers,Vyombo vya kuhifadhia chakula,Can you recommend Food storage containers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Food storage containers.
Household Products,Food storage containers,Vyombo vya kuhifadhia chakula,Where can I find Food storage containers?,You can find Food storage containers under the Household Products category. The agent can help compare available options.
Household Products,Mosquito nets,Vyandarua,What is Mosquito nets?,Mosquito nets (Vyandarua) is available under the Household Products category.
Household Products,Mosquito nets,Vyandarua,Do you have Mosquito nets?,"Yes, Mosquito nets (Vyandarua) can be searched in the Household Products category."
Household Products,Mosquito nets,Vyandarua,Nahitaji Vyandarua.,"Ndiyo, Vyandarua (Mosquito nets) ipo kwenye category ya Household Products."
Household Products,Mosquito nets,Vyandarua,Bei ya Vyandarua ni kiasi gani?,"Bei ya Vyandarua inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Household Products,Mosquito nets,Vyandarua,Can you recommend Mosquito nets?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Mosquito nets.
Household Products,Mosquito nets,Vyandarua,Where can I find Mosquito nets?,You can find Mosquito nets under the Household Products category. The agent can help compare available options.
Household Products,Insecticides,Dawa za kuua wadudu,What is Insecticides?,Insecticides (Dawa za kuua wadudu) is available under the Household Products category.
Household Products,Insecticides,Dawa za kuua wadudu,Do you have Insecticides?,"Yes, Insecticides (Dawa za kuua wadudu) can be searched in the Household Products category."
Household Products,Insecticides,Dawa za kuua wadudu,Nahitaji Dawa za kuua wadudu.,"Ndiyo, Dawa za kuua wadudu (Insecticides) ipo kwenye category ya Household Products."
Household Products,Insecticides,Dawa za kuua wadudu,Bei ya Dawa za kuua wadudu ni kiasi gani?,"Bei ya Dawa za kuua wadudu inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Household Products,Insecticides,Dawa za kuua wadudu,Can you recommend Insecticides?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Insecticides.
Household Products,Insecticides,Dawa za kuua wadudu,Where can I find Insecticides?,You can find Insecticides under the Household Products category. The agent can help compare available options.
Phones and Electronics,Smartphones,Simu janja,What is Smartphones?,Smartphones (Simu janja) is available under the Phones and Electronics category.
Phones and Electronics,Smartphones,Simu janja,Do you have Smartphones?,"Yes, Smartphones (Simu janja) can be searched in the Phones and Electronics category."
Phones and Electronics,Smartphones,Simu janja,Nahitaji Simu janja.,"Ndiyo, Simu janja (Smartphones) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Smartphones,Simu janja,Bei ya Simu janja ni kiasi gani?,"Bei ya Simu janja inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Smartphones,Simu janja,Can you recommend Smartphones?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Smartphones.
Phones and Electronics,Smartphones,Simu janja,Where can I find Smartphones?,You can find Smartphones under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Feature phones,Simu za kawaida,What is Feature phones?,Feature phones (Simu za kawaida) is available under the Phones and Electronics category.
Phones and Electronics,Feature phones,Simu za kawaida,Do you have Feature phones?,"Yes, Feature phones (Simu za kawaida) can be searched in the Phones and Electronics category."
Phones and Electronics,Feature phones,Simu za kawaida,Nahitaji Simu za kawaida.,"Ndiyo, Simu za kawaida (Feature phones) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Feature phones,Simu za kawaida,Bei ya Simu za kawaida ni kiasi gani?,"Bei ya Simu za kawaida inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Feature phones,Simu za kawaida,Can you recommend Feature phones?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Feature phones.
Phones and Electronics,Feature phones,Simu za kawaida,Where can I find Feature phones?,You can find Feature phones under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Phone chargers,Chaja za simu,What is Phone chargers?,Phone chargers (Chaja za simu) is available under the Phones and Electronics category.
Phones and Electronics,Phone chargers,Chaja za simu,Do you have Phone chargers?,"Yes, Phone chargers (Chaja za simu) can be searched in the Phones and Electronics category."
Phones and Electronics,Phone chargers,Chaja za simu,Nahitaji Chaja za simu.,"Ndiyo, Chaja za simu (Phone chargers) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Phone chargers,Chaja za simu,Bei ya Chaja za simu ni kiasi gani?,"Bei ya Chaja za simu inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Phone chargers,Chaja za simu,Can you recommend Phone chargers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Phone chargers.
Phones and Electronics,Phone chargers,Chaja za simu,Where can I find Phone chargers?,You can find Phone chargers under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,USB cables,Kebo za USB,What is USB cables?,USB cables (Kebo za USB) is available under the Phones and Electronics category.
Phones and Electronics,USB cables,Kebo za USB,Do you have USB cables?,"Yes, USB cables (Kebo za USB) can be searched in the Phones and Electronics category."
Phones and Electronics,USB cables,Kebo za USB,Nahitaji Kebo za USB.,"Ndiyo, Kebo za USB (USB cables) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,USB cables,Kebo za USB,Bei ya Kebo za USB ni kiasi gani?,"Bei ya Kebo za USB inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,USB cables,Kebo za USB,Can you recommend USB cables?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable USB cables.
Phones and Electronics,USB cables,Kebo za USB,Where can I find USB cables?,You can find USB cables under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Power banks,Power bank,What is Power banks?,Power banks (Power bank) is available under the Phones and Electronics category.
Phones and Electronics,Power banks,Power bank,Do you have Power banks?,"Yes, Power banks (Power bank) can be searched in the Phones and Electronics category."
Phones and Electronics,Power banks,Power bank,Nahitaji Power bank.,"Ndiyo, Power bank (Power banks) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Power banks,Power bank,Bei ya Power bank ni kiasi gani?,"Bei ya Power bank inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Power banks,Power bank,Can you recommend Power banks?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Power banks.
Phones and Electronics,Power banks,Power bank,Where can I find Power banks?,You can find Power banks under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Earphones,Earphones,What is Earphones?,Earphones (Earphones) is available under the Phones and Electronics category.
Phones and Electronics,Earphones,Earphones,Do you have Earphones?,"Yes, Earphones (Earphones) can be searched in the Phones and Electronics category."
Phones and Electronics,Earphones,Earphones,Nahitaji Earphones.,"Ndiyo, Earphones (Earphones) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Earphones,Earphones,Bei ya Earphones ni kiasi gani?,"Bei ya Earphones inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Earphones,Earphones,Can you recommend Earphones?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Earphones.
Phones and Electronics,Earphones,Earphones,Where can I find Earphones?,You can find Earphones under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Bluetooth speakers,Spika za Bluetooth,What is Bluetooth speakers?,Bluetooth speakers (Spika za Bluetooth) is available under the Phones and Electronics category.
Phones and Electronics,Bluetooth speakers,Spika za Bluetooth,Do you have Bluetooth speakers?,"Yes, Bluetooth speakers (Spika za Bluetooth) can be searched in the Phones and Electronics category."
Phones and Electronics,Bluetooth speakers,Spika za Bluetooth,Nahitaji Spika za Bluetooth.,"Ndiyo, Spika za Bluetooth (Bluetooth speakers) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Bluetooth speakers,Spika za Bluetooth,Bei ya Spika za Bluetooth ni kiasi gani?,"Bei ya Spika za Bluetooth inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Bluetooth speakers,Spika za Bluetooth,Can you recommend Bluetooth speakers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Bluetooth speakers.
Phones and Electronics,Bluetooth speakers,Spika za Bluetooth,Where can I find Bluetooth speakers?,You can find Bluetooth speakers under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Smart watches,Saa janja,What is Smart watches?,Smart watches (Saa janja) is available under the Phones and Electronics category.
Phones and Electronics,Smart watches,Saa janja,Do you have Smart watches?,"Yes, Smart watches (Saa janja) can be searched in the Phones and Electronics category."
Phones and Electronics,Smart watches,Saa janja,Nahitaji Saa janja.,"Ndiyo, Saa janja (Smart watches) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Smart watches,Saa janja,Bei ya Saa janja ni kiasi gani?,"Bei ya Saa janja inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Smart watches,Saa janja,Can you recommend Smart watches?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Smart watches.
Phones and Electronics,Smart watches,Saa janja,Where can I find Smart watches?,You can find Smart watches under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Phone covers,Cover za simu,What is Phone covers?,Phone covers (Cover za simu) is available under the Phones and Electronics category.
Phones and Electronics,Phone covers,Cover za simu,Do you have Phone covers?,"Yes, Phone covers (Cover za simu) can be searched in the Phones and Electronics category."
Phones and Electronics,Phone covers,Cover za simu,Nahitaji Cover za simu.,"Ndiyo, Cover za simu (Phone covers) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Phone covers,Cover za simu,Bei ya Cover za simu ni kiasi gani?,"Bei ya Cover za simu inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Phone covers,Cover za simu,Can you recommend Phone covers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Phone covers.
Phones and Electronics,Phone covers,Cover za simu,Where can I find Phone covers?,You can find Phone covers under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Screen protectors,King'a za skrini,What is Screen protectors?,Screen protectors (King'a za skrini) is available under the Phones and Electronics category.
Phones and Electronics,Screen protectors,King'a za skrini,Do you have Screen protectors?,"Yes, Screen protectors (King'a za skrini) can be searched in the Phones and Electronics category."
Phones and Electronics,Screen protectors,King'a za skrini,Nahitaji King'a za skrini.,"Ndiyo, King'a za skrini (Screen protectors) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Screen protectors,King'a za skrini,Bei ya King'a za skrini ni kiasi gani?,"Bei ya King'a za skrini inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Screen protectors,King'a za skrini,Can you recommend Screen protectors?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Screen protectors.
Phones and Electronics,Screen protectors,King'a za skrini,Where can I find Screen protectors?,You can find Screen protectors under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Laptops,Laptop,What is Laptops?,Laptops (Laptop) is available under the Phones and Electronics category.
Phones and Electronics,Laptops,Laptop,Do you have Laptops?,"Yes, Laptops (Laptop) can be searched in the Phones and Electronics category."
Phones and Electronics,Laptops,Laptop,Nahitaji Laptop.,"Ndiyo, Laptop (Laptops) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Laptops,Laptop,Bei ya Laptop ni kiasi gani?,"Bei ya Laptop inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Laptops,Laptop,Can you recommend Laptops?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Laptops.
Phones and Electronics,Laptops,Laptop,Where can I find Laptops?,You can find Laptops under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Laptop chargers,Chaja za laptop,What is Laptop chargers?,Laptop chargers (Chaja za laptop) is available under the Phones and Electronics category.
Phones and Electronics,Laptop chargers,Chaja za laptop,Do you have Laptop chargers?,"Yes, Laptop chargers (Chaja za laptop) can be searched in the Phones and Electronics category."
Phones and Electronics,Laptop chargers,Chaja za laptop,Nahitaji Chaja za laptop.,"Ndiyo, Chaja za laptop (Laptop chargers) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Laptop chargers,Chaja za laptop,Bei ya Chaja za laptop ni kiasi gani?,"Bei ya Chaja za laptop inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Laptop chargers,Chaja za laptop,Can you recommend Laptop chargers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Laptop chargers.
Phones and Electronics,Laptop chargers,Chaja za laptop,Where can I find Laptop chargers?,You can find Laptop chargers under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Computer keyboards,Keyboard,What is Computer keyboards?,Computer keyboards (Keyboard) is available under the Phones and Electronics category.
Phones and Electronics,Computer keyboards,Keyboard,Do you have Computer keyboards?,"Yes, Computer keyboards (Keyboard) can be searched in the Phones and Electronics category."
Phones and Electronics,Computer keyboards,Keyboard,Nahitaji Keyboard.,"Ndiyo, Keyboard (Computer keyboards) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Computer keyboards,Keyboard,Bei ya Keyboard ni kiasi gani?,"Bei ya Keyboard inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Computer keyboards,Keyboard,Can you recommend Computer keyboards?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Computer keyboards.
Phones and Electronics,Computer keyboards,Keyboard,Where can I find Computer keyboards?,You can find Computer keyboards under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Mouse,Mouse,What is Mouse?,Mouse (Mouse) is available under the Phones and Electronics category.
Phones and Electronics,Mouse,Mouse,Do you have Mouse?,"Yes, Mouse (Mouse) can be searched in the Phones and Electronics category."
Phones and Electronics,Mouse,Mouse,Nahitaji Mouse.,"Ndiyo, Mouse (Mouse) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Mouse,Mouse,Bei ya Mouse ni kiasi gani?,"Bei ya Mouse inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Mouse,Mouse,Can you recommend Mouse?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Mouse.
Phones and Electronics,Mouse,Mouse,Where can I find Mouse?,You can find Mouse under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Printers,Printer,What is Printers?,Printers (Printer) is available under the Phones and Electronics category.
Phones and Electronics,Printers,Printer,Do you have Printers?,"Yes, Printers (Printer) can be searched in the Phones and Electronics category."
Phones and Electronics,Printers,Printer,Nahitaji Printer.,"Ndiyo, Printer (Printers) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Printers,Printer,Bei ya Printer ni kiasi gani?,"Bei ya Printer inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Printers,Printer,Can you recommend Printers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Printers.
Phones and Electronics,Printers,Printer,Where can I find Printers?,You can find Printers under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Televisions,Televisheni,What is Televisions?,Televisions (Televisheni) is available under the Phones and Electronics category.
Phones and Electronics,Televisions,Televisheni,Do you have Televisions?,"Yes, Televisions (Televisheni) can be searched in the Phones and Electronics category."
Phones and Electronics,Televisions,Televisheni,Nahitaji Televisheni.,"Ndiyo, Televisheni (Televisions) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Televisions,Televisheni,Bei ya Televisheni ni kiasi gani?,"Bei ya Televisheni inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Televisions,Televisheni,Can you recommend Televisions?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Televisions.
Phones and Electronics,Televisions,Televisheni,Where can I find Televisions?,You can find Televisions under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Decoders,Decoder,What is Decoders?,Decoders (Decoder) is available under the Phones and Electronics category.
Phones and Electronics,Decoders,Decoder,Do you have Decoders?,"Yes, Decoders (Decoder) can be searched in the Phones and Electronics category."
Phones and Electronics,Decoders,Decoder,Nahitaji Decoder.,"Ndiyo, Decoder (Decoders) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Decoders,Decoder,Bei ya Decoder ni kiasi gani?,"Bei ya Decoder inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Decoders,Decoder,Can you recommend Decoders?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Decoders.
Phones and Electronics,Decoders,Decoder,Where can I find Decoders?,You can find Decoders under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Fans,Feni,What is Fans?,Fans (Feni) is available under the Phones and Electronics category.
